type,id,from,to
vehicle,4825,34,3
vehicle,4826,25,41
vehicle,4827,99,23
vehicle,4828,39,54
vehicle,4829,74,100
vehicle,4830,69,81
vehicle,4831,22,85
vehicle,4832,24,64
vehicle,4833,29,5
vehicle,4834,42,21
vehicle,4835,24,93
vehicle,4836,2,37
vehicle,4837,88,11
vehicle,4838,97,71
vehicle,4839,35,30
vehicle,4840,34,27
vehicle,4841,1,100
vehicle,4842,69,86
vehicle,4843,83,41
vehicle,4844,15,99
vehicle,4845,16,66
vehicle,4846,80,75
vehicle,4847,62,4
vehicle,4848,5,13
vehicle,4849,63,64
vehicle,4850,31,90
vehicle,4851,37,63
vehicle,4852,77,14
vehicle,4853,82,12
vehicle,4854,41,85
vehicle,4855,95,14
vehicle,4856,41,53
vehicle,4857,78,4
vehicle,4858,49,9
vehicle,4859,90,68
vehicle,4860,91,69
vehicle,4861,9,35
vehicle,4862,94,22
vehicle,4863,83,82
vehicle,4864,80,22
vehicle,4865,21,55
vehicle,4866,81,97
vehicle,4867,86,15
vehicle,4868,29,95
vehicle,4869,96,19
vehicle,4870,5,57
vehicle,4871,15,38
vehicle,4872,54,97
vehicle,4873,58,28
vehicle,4874,65,40
vehicle,4875,2,99
vehicle,4876,97,54
vehicle,4877,5,51
vehicle,4878,15,26
vehicle,4879,2,71
vehicle,4880,57,2
vehicle,4881,94,5
vehicle,4882,67,60
vehicle,4883,83,35
vehicle,4884,2,96
vehicle,4885,55,91
vehicle,4886,46,72
vehicle,4887,50,82
vehicle,4888,8,67
vehicle,4889,69,13
vehicle,4890,51,77
vehicle,4891,77,22
vehicle,4892,49,33
vehicle,4893,15,82
vehicle,4894,65,54
vehicle,4895,18,86
vehicle,4896,88,22
vehicle,4897,62,61
vehicle,4898,16,9
vehicle,4899,97,65
vehicle,4900,52,77
vehicle,4901,8,59
vehicle,4902,63,27
vehicle,4903,26,4
vehicle,4904,81,12
vehicle,4905,82,63
vehicle,4906,98,94
vehicle,4907,51,21
vehicle,4908,46,74
vehicle,4909,76,87
vehicle,4910,14,53
vehicle,4911,55,67
vehicle,4912,55,82
vehicle,4913,9,27
vehicle,4914,42,30
vehicle,4915,86,1
vehicle,4916,86,97
vehicle,4917,10,92
vehicle,4918,10,77
vehicle,4919,27,8
vehicle,4920,88,45
vehicle,4921,13,11
vehicle,4922,72,2
vehicle,4923,11,62
vehicle,4924,63,97
vehicle,4925,36,91
vehicle,4926,79,70
vehicle,4927,24,10
vehicle,4928,64,28
vehicle,4929,24,33
vehicle,4930,72,77
vehicle,4931,88,81
vehicle,4932,13,39
vehicle,4933,87,42
vehicle,4934,60,5
vehicle,4935,13,29
vehicle,4936,43,46
vehicle,4937,17,12
vehicle,4938,71,46
vehicle,4939,76,86
vehicle,4940,11,59
vehicle,4941,51,8
vehicle,4942,82,20
vehicle,4943,94,48
vehicle,4944,52,37
vehicle,4945,96,36
vehicle,4946,54,53
vehicle,4947,40,59
vehicle,4948,85,80
vehicle,4949,50,35
vehicle,4950,48,81
vehicle,4951,50,34
vehicle,4952,85,6
vehicle,4953,84,56
vehicle,4954,41,59
vehicle,4955,34,94
vehicle,4956,50,73
vehicle,4957,58,92
vehicle,4958,24,91
vehicle,4959,80,61
vehicle,4960,49,53
vehicle,4961,34,56
vehicle,4962,11,98
vehicle,4963,24,78
vehicle,4964,95,11
vehicle,4965,31,78
vehicle,4966,17,18
vehicle,4967,47,45
vehicle,4968,31,22
vehicle,4969,4,69
vehicle,4970,33,88
vehicle,4971,55,30
vehicle,4972,56,9
vehicle,4973,36,30
vehicle,4974,45,68
vehicle,4975,97,33
vehicle,4976,38,28
vehicle,4977,26,19
vehicle,4978,25,50
vehicle,4979,46,28
vehicle,4980,76,74
vehicle,4981,21,8
vehicle,4982,71,67
vehicle,4983,3,24
vehicle,4984,42,49
vehicle,4985,78,29
vehicle,4986,34,73
vehicle,4987,57,95
vehicle,4988,21,92
vehicle,4989,75,59
vehicle,4990,6,47
vehicle,4991,86,82
vehicle,4992,20,69
vehicle,4993,88,19
vehicle,4994,36,83
vehicle,4995,73,43
vehicle,4996,32,19
vehicle,4997,91,29
vehicle,4998,13,27
vehicle,4999,18,52
vehicle,5000,50,24
vehicle,5001,9,13
vehicle,5002,20,13
vehicle,5003,95,59
vehicle,5004,98,74
vehicle,5005,38,33
vehicle,5006,93,4
vehicle,5007,55,13
vehicle,5008,27,92
vehicle,5009,71,50
vehicle,5010,66,46
vehicle,5011,99,4
vehicle,5012,27,73
vehicle,5013,68,53
vehicle,5014,6,21
vehicle,5015,1,39
vehicle,5016,100,84
vehicle,5017,81,87
vehicle,5018,79,61
vehicle,5019,51,73
vehicle,5020,31,12
vehicle,5021,16,59
vehicle,5022,29,67
vehicle,5023,38,21
vehicle,5024,76,89
vehicle,5025,54,20
vehicle,5026,8,32
vehicle,5027,2,63
vehicle,5028,11,64
vehicle,5029,42,70
vehicle,5030,94,12
vehicle,5031,64,85
vehicle,5032,81,54
vehicle,5033,47,48
vehicle,5034,37,99
vehicle,5035,11,75
vehicle,5036,88,12
vehicle,5037,79,76
vehicle,5038,17,10
vehicle,5039,52,3
vehicle,5040,49,41
vehicle,5041,63,100
vehicle,5042,95,18
vehicle,5043,58,68
vehicle,5044,55,18
vehicle,5045,6,73
vehicle,5046,7,51
vehicle,5047,19,68
vehicle,5048,4,21
vehicle,5049,73,100
vehicle,5050,14,67
vehicle,5051,84,50
vehicle,5052,16,93
vehicle,5053,31,2
vehicle,5054,25,73
vehicle,5055,38,89
vehicle,5056,26,7
vehicle,5057,49,46
vehicle,5058,41,21
vehicle,5059,99,57
vehicle,5060,6,65
vehicle,5061,15,31
vehicle,5062,6,46
vehicle,5063,63,28
vehicle,5064,6,37
vehicle,5065,84,16
vehicle,5066,52,89
vehicle,5067,53,2
vehicle,5068,57,89
vehicle,5069,18,58
vehicle,5070,20,34
vehicle,5071,32,73
vehicle,5072,60,51
vehicle,5073,22,50
vehicle,5074,98,39
vehicle,5075,3,25
vehicle,5076,81,2
vehicle,5077,79,37
vehicle,5078,30,9
vehicle,5079,14,26
vehicle,5080,15,10
vehicle,5081,70,11
vehicle,5082,65,20
vehicle,5083,79,100
vehicle,5084,94,1
vehicle,5085,70,64
vehicle,5086,16,15
vehicle,5087,25,93
vehicle,5088,85,10
vehicle,5089,21,96
vehicle,5090,8,62
vehicle,5091,71,1
vehicle,5092,41,90
vehicle,5093,93,53
vehicle,5094,66,27
vehicle,5095,10,77
vehicle,5096,95,93
vehicle,5097,26,49
vehicle,5098,34,32
vehicle,5099,41,79
vehicle,5100,6,69
vehicle,5101,50,89
vehicle,5102,13,70
vehicle,5103,41,25
vehicle,5104,36,94
vehicle,5105,78,11
vehicle,5106,81,27
vehicle,5107,16,53
vehicle,5108,37,57
vehicle,5109,38,2
vehicle,5110,16,79
vehicle,5111,80,37
vehicle,5112,71,41
vehicle,5113,20,81
vehicle,5114,37,38
vehicle,5115,11,5
vehicle,5116,63,18
vehicle,5117,13,96
vehicle,5118,99,8
vehicle,5119,79,36
vehicle,5120,40,51
vehicle,5121,58,50
vehicle,5122,92,1
vehicle,5123,56,51
vehicle,5124,18,39
vehicle,5125,38,98
vehicle,5126,85,16
vehicle,5127,65,36
vehicle,5128,66,42
vehicle,5129,87,40
vehicle,5130,90,67
vehicle,5131,92,22
vehicle,5132,10,23
vehicle,5133,55,73
vehicle,5134,75,51
vehicle,5135,76,42
vehicle,5136,61,17
vehicle,5137,17,19
vehicle,5138,80,2
vehicle,5139,73,10
vehicle,5140,9,56
vehicle,5141,47,90
vehicle,5142,18,29
vehicle,5143,34,33
vehicle,5144,2,12
vehicle,5145,41,39
vehicle,5146,55,4
vehicle,5147,62,92
vehicle,5148,67,68
vehicle,5149,84,100
vehicle,5150,22,89
vehicle,5151,13,48
vehicle,5152,86,52
vehicle,5153,16,20
vehicle,5154,98,47
vehicle,5155,85,91
vehicle,5156,51,6
vehicle,5157,99,87
vehicle,5158,10,35
vehicle,5159,31,90
vehicle,5160,64,95
vehicle,5161,36,68
vehicle,5162,93,67
vehicle,5163,7,46
vehicle,5164,55,84
vehicle,5165,60,97
vehicle,5166,66,78
vehicle,5167,26,63
vehicle,5168,37,61
vehicle,5169,20,55
vehicle,5170,83,81
vehicle,5171,57,51
vehicle,5172,77,7
vehicle,5173,72,39
vehicle,5174,21,45
vehicle,5175,57,15
vehicle,5176,87,11
vehicle,5177,44,54
vehicle,5178,97,9
vehicle,5179,46,31
vehicle,5180,15,75
vehicle,5181,39,97
vehicle,5182,96,72
vehicle,5183,32,100
vehicle,5184,87,70
vehicle,5185,89,30
vehicle,5186,36,68
vehicle,5187,9,71
vehicle,5188,73,38
vehicle,5189,32,2
vehicle,5190,79,71
vehicle,5191,45,3
vehicle,5192,49,64
vehicle,5193,78,17
vehicle,5194,39,57
vehicle,5195,45,51
vehicle,5196,38,2
vehicle,5197,53,61
vehicle,5198,81,85
vehicle,5199,37,89
vehicle,5200,53,49
vehicle,5201,68,73
vehicle,5202,27,32
vehicle,5203,28,35
vehicle,5204,94,20
vehicle,5205,73,57
vehicle,5206,58,32
vehicle,5207,65,9
vehicle,5208,3,69
vehicle,5209,62,71
vehicle,5210,51,36
vehicle,5211,55,8
vehicle,5212,36,43
vehicle,5213,9,45
vehicle,5214,20,67
vehicle,5215,96,32
vehicle,5216,41,69
vehicle,5217,47,88
vehicle,5218,6,24
vehicle,5219,4,98
vehicle,5220,72,39
vehicle,5221,54,27
vehicle,5222,51,43
vehicle,5223,25,10
vehicle,5224,75,13
vehicle,5225,17,42
vehicle,5226,19,77
vehicle,5227,47,91
vehicle,5228,29,67
vehicle,5229,25,11
vehicle,5230,65,68
vehicle,5231,66,64
vehicle,5232,83,81
vehicle,5233,42,83
vehicle,5234,8,87
vehicle,5235,28,42
vehicle,5236,99,70
vehicle,5237,60,27
vehicle,5238,71,100
vehicle,5239,1,18
vehicle,5240,52,2
vehicle,5241,4,15
vehicle,5242,57,78
vehicle,5243,93,45
vehicle,5244,97,45
vehicle,5245,55,96
vehicle,5246,46,92
vehicle,5247,95,32
vehicle,5248,68,21
vehicle,5249,7,85
vehicle,5250,47,91
vehicle,5251,25,55
vehicle,5252,47,63
vehicle,5253,46,26
vehicle,5254,59,81
vehicle,5255,36,64
vehicle,5256,17,51
vehicle,5257,51,7
vehicle,5258,84,92
vehicle,5259,67,62
vehicle,5260,34,20
vehicle,5261,94,61
vehicle,5262,92,68
vehicle,5263,21,53
vehicle,5264,4,72
vehicle,5265,75,59
vehicle,5266,83,95
vehicle,5267,97,6
vehicle,5268,89,11
vehicle,5269,61,18
vehicle,5270,54,70
vehicle,5271,3,65
vehicle,5272,25,90
vehicle,5273,46,74
vehicle,5274,63,51
vehicle,5275,56,100
vehicle,5276,75,27
vehicle,5277,28,84
vehicle,5278,57,43
vehicle,5279,9,65
vehicle,5280,42,73
vehicle,5281,76,64
vehicle,5282,70,15
vehicle,5283,100,45
vehicle,5284,28,57
vehicle,5285,50,85
vehicle,5286,33,45
vehicle,5287,45,92
vehicle,5288,86,45
vehicle,5289,69,55
vehicle,5290,89,80
vehicle,5291,21,59
vehicle,5292,88,97
vehicle,5293,6,67
vehicle,5294,89,53
vehicle,5295,33,3
vehicle,5296,32,42
vehicle,5297,52,30
vehicle,5298,95,75
vehicle,5299,5,21
vehicle,5300,36,21
vehicle,5301,86,19
vehicle,5302,40,13
vehicle,5303,20,32
vehicle,5304,43,89
vehicle,5305,39,78
vehicle,5306,92,74
vehicle,5307,77,80
vehicle,5308,51,27
vehicle,5309,99,89
vehicle,5310,47,14
vehicle,5311,6,34
vehicle,5312,27,59
vehicle,5313,44,11
vehicle,5314,16,74
vehicle,5315,95,39
vehicle,5316,77,79
vehicle,5317,27,50
vehicle,5318,60,19
vehicle,5319,73,74
vehicle,5320,95,26
vehicle,5321,89,50
vehicle,5322,52,8
vehicle,5323,78,62
vehicle,5324,57,67
vehicle,5325,56,38
vehicle,5326,12,96
vehicle,5327,13,88
vehicle,5328,53,71
vehicle,5329,27,72
vehicle,5330,3,26
vehicle,5331,73,66
vehicle,5332,4,20
vehicle,5333,60,15
vehicle,5334,54,100
vehicle,5335,97,63
vehicle,5336,49,44
vehicle,5337,7,29
vehicle,5338,56,61
vehicle,5339,85,5
vehicle,5340,100,10
vehicle,5341,44,4
vehicle,5342,33,50
vehicle,5343,91,61
vehicle,5344,20,7
vehicle,5345,62,73
vehicle,5346,41,24
vehicle,5347,5,69
vehicle,5348,35,99
vehicle,5349,27,70
vehicle,5350,69,89
vehicle,5351,27,49
vehicle,5352,82,71
vehicle,5353,6,86
vehicle,5354,54,36
vehicle,5355,8,27
vehicle,5356,94,95
vehicle,5357,77,73
vehicle,5358,66,22
vehicle,5359,83,45
vehicle,5360,65,80
vehicle,5361,97,55
vehicle,5362,72,65
vehicle,5363,93,76
vehicle,5364,52,63
vehicle,5365,12,55
vehicle,5366,53,75
vehicle,5367,13,73
vehicle,5368,60,63
vehicle,5369,49,36
vehicle,5370,63,41
vehicle,5371,2,98
vehicle,5372,20,12
vehicle,5373,50,27
vehicle,5374,96,50
vehicle,5375,39,84
vehicle,5376,43,17
vehicle,5377,72,28
vehicle,5378,61,7
vehicle,5379,30,71
vehicle,5380,42,24
vehicle,5381,22,39
vehicle,5382,97,45
vehicle,5383,14,90
vehicle,5384,38,42
vehicle,5385,3,15
vehicle,5386,23,53
vehicle,5387,79,97
vehicle,5388,21,61
vehicle,5389,9,99
vehicle,5390,48,85
vehicle,5391,1,4
vehicle,5392,9,66
vehicle,5393,81,29
vehicle,5394,78,56
vehicle,5395,92,28
vehicle,5396,86,35
vehicle,5397,69,93
vehicle,5398,6,21
vehicle,5399,79,88
vehicle,5400,85,4
vehicle,5401,80,10
vehicle,5402,51,86
vehicle,5403,24,64
vehicle,5404,85,75
vehicle,5405,73,21
vehicle,5406,99,54
vehicle,5407,16,74
vehicle,5408,23,63
vehicle,5409,22,48
vehicle,5410,80,96
vehicle,5411,19,68
vehicle,5412,7,91
vehicle,5413,100,73
vehicle,5414,3,74
vehicle,5415,84,9
vehicle,5416,37,36
vehicle,5417,85,86
vehicle,5418,56,24
vehicle,5419,91,12
vehicle,5420,93,33
vehicle,5421,1,23
vehicle,5422,8,93
vehicle,5423,26,87
vehicle,5424,67,50
vehicle,5425,89,7
vehicle,5426,46,72
vehicle,5427,61,63
vehicle,5428,19,98
vehicle,5429,81,56
vehicle,5430,97,34
vehicle,5431,27,52
vehicle,5432,50,98
vehicle,5433,9,70
vehicle,5434,56,68
vehicle,5435,51,25
vehicle,5436,15,75
vehicle,5437,45,76
vehicle,5438,34,32
vehicle,5439,53,49
vehicle,5440,59,30
vehicle,5441,1,26
vehicle,5442,77,3
vehicle,5443,72,29
vehicle,5444,37,56
vehicle,5445,6,1
vehicle,5446,76,29
vehicle,5447,96,89
vehicle,5448,25,60
vehicle,5449,33,61
vehicle,5450,19,41
vehicle,5451,58,68
vehicle,5452,16,19
vehicle,5453,36,82
vehicle,5454,70,12
vehicle,5455,57,66
vehicle,5456,39,35
vehicle,5457,43,75
vehicle,5458,57,55
vehicle,5459,1,46
vehicle,5460,8,17
vehicle,5461,89,64
vehicle,5462,8,98
vehicle,5463,71,83
vehicle,5464,93,7
vehicle,5465,28,38
vehicle,5466,38,93
vehicle,5467,57,51
vehicle,5468,89,67
vehicle,5469,95,92
vehicle,5470,74,88
vehicle,5471,9,51
vehicle,5472,67,44
vehicle,5473,42,34
vehicle,5474,48,72
vehicle,5475,5,29
vehicle,5476,20,25
vehicle,5477,80,36
vehicle,5478,46,18
vehicle,5479,31,70
vehicle,5480,39,62
vehicle,5481,86,49
vehicle,5482,75,40
vehicle,5483,28,91
vehicle,5484,12,3
vehicle,5485,26,77
vehicle,5486,93,91
vehicle,5487,59,45
vehicle,5488,54,56
vehicle,5489,60,95
vehicle,5490,37,22
vehicle,5491,81,53
vehicle,5492,53,48
vehicle,5493,12,26
vehicle,5494,13,82
vehicle,5495,54,90
vehicle,5496,94,79
vehicle,5497,31,20
vehicle,5498,87,9
vehicle,5499,77,61
vehicle,5500,25,6
vehicle,5501,4,68
vehicle,5502,11,54
vehicle,5503,73,67
vehicle,5504,20,60
vehicle,5505,38,43
vehicle,5506,51,21
vehicle,5507,73,31
vehicle,5508,12,53
vehicle,5509,41,66
vehicle,5510,49,78
vehicle,5511,55,77
vehicle,5512,82,98
vehicle,5513,18,29
vehicle,5514,81,8
vehicle,5515,70,35
vehicle,5516,56,75
vehicle,5517,70,44
vehicle,5518,42,82
vehicle,5519,14,55
vehicle,5520,67,93
vehicle,5521,53,95
vehicle,5522,64,7
vehicle,5523,34,46
vehicle,5524,91,61
vehicle,5525,59,26
vehicle,5526,9,41
vehicle,5527,45,68
vehicle,5528,76,23
vehicle,5529,80,61
vehicle,5530,50,70
vehicle,5531,90,10
vehicle,5532,27,50
vehicle,5533,42,27
vehicle,5534,90,73
vehicle,5535,90,19
vehicle,5536,69,90
vehicle,5537,86,44
vehicle,5538,9,20
vehicle,5539,87,44
vehicle,5540,33,41
vehicle,5541,18,43
vehicle,5542,24,59
vehicle,5543,42,53
vehicle,5544,26,15
vehicle,5545,33,7
vehicle,5546,14,73
vehicle,5547,30,56
vehicle,5548,58,36
vehicle,5549,45,81
vehicle,5550,35,39
vehicle,5551,75,80
vehicle,5552,90,31
vehicle,5553,76,8
vehicle,5554,34,94
vehicle,5555,75,40
vehicle,5556,16,80
vehicle,5557,14,28
vehicle,5558,35,65
vehicle,5559,81,88
vehicle,5560,25,5
vehicle,5561,7,84
vehicle,5562,14,58
vehicle,5563,86,61
vehicle,5564,64,53
vehicle,5565,26,88
vehicle,5566,56,5
vehicle,5567,53,27
vehicle,5568,66,88
vehicle,5569,24,76
vehicle,5570,87,2
vehicle,5571,31,52
vehicle,5572,70,53
vehicle,5573,2,41
vehicle,5574,38,30
vehicle,5575,36,69
vehicle,5576,55,21
vehicle,5577,8,80
vehicle,5578,80,81
vehicle,5579,22,42
vehicle,5580,68,29
vehicle,5581,81,29
vehicle,5582,57,49
vehicle,5583,75,72
vehicle,5584,67,36
vehicle,5585,36,62
vehicle,5586,81,39
vehicle,5587,30,31
vehicle,5588,58,3
vehicle,5589,75,1
vehicle,5590,38,23
vehicle,5591,31,41
vehicle,5592,46,86
vehicle,5593,82,80
vehicle,5594,93,27
vehicle,5595,55,25
vehicle,5596,67,23
vehicle,5597,91,34
vehicle,5598,10,50
vehicle,5599,24,44
vehicle,5600,71,22
vehicle,5601,83,14
vehicle,5602,86,2
vehicle,5603,42,16
vehicle,5604,9,71
vehicle,5605,44,25
vehicle,5606,24,47
vehicle,5607,30,60
vehicle,5608,78,89
vehicle,5609,8,89
vehicle,5610,83,75
vehicle,5611,43,4
vehicle,5612,60,58
vehicle,5613,9,79
vehicle,5614,34,2
vehicle,5615,9,55
vehicle,5616,97,86
vehicle,5617,81,48
vehicle,5618,46,1
vehicle,5619,23,2
vehicle,5620,94,42
vehicle,5621,35,16
vehicle,5622,17,67
vehicle,5623,57,71
vehicle,5624,95,18
vehicle,5625,1,89
vehicle,5626,24,45
vehicle,5627,94,15
vehicle,5628,18,77
vehicle,5629,12,79
vehicle,5630,58,64
vehicle,5631,87,86
vehicle,5632,48,74
vehicle,5633,100,89
vehicle,5634,68,44
vehicle,5635,8,75
vehicle,5636,41,73
vehicle,5637,29,12
vehicle,5638,56,52
vehicle,5639,31,59
vehicle,5640,9,18
vehicle,5641,1,97
vehicle,5642,45,18
vehicle,5643,84,18
vehicle,5644,58,92
vehicle,5645,100,47
vehicle,5646,29,7
vehicle,5647,29,60
vehicle,5648,16,61
vehicle,5649,17,7
vehicle,5650,29,98
vehicle,5651,80,55
vehicle,5652,91,56
vehicle,5653,98,53
vehicle,5654,24,62
vehicle,5655,89,27
vehicle,5656,33,29
vehicle,5657,12,52
vehicle,5658,88,81
vehicle,5659,64,5
vehicle,5660,17,61
vehicle,5661,43,81
vehicle,5662,29,16
vehicle,5663,74,2
vehicle,5664,46,32
vehicle,5665,99,59
vehicle,5666,6,14
vehicle,5667,36,43
vehicle,5668,49,56
vehicle,5669,51,60
vehicle,5670,32,28
vehicle,5671,73,41
vehicle,5672,88,78
vehicle,5673,94,95
vehicle,5674,81,87
vehicle,5675,86,57
vehicle,5676,56,42
vehicle,5677,83,34
vehicle,5678,31,13
vehicle,5679,40,11
vehicle,5680,32,69
vehicle,5681,47,26
vehicle,5682,29,26
vehicle,5683,97,100
vehicle,5684,32,19
vehicle,5685,10,15
vehicle,5686,53,10
vehicle,5687,6,58
vehicle,5688,12,63
vehicle,5689,22,37
vehicle,5690,47,54
vehicle,5691,44,79
vehicle,5692,80,82
vehicle,5693,74,96
vehicle,5694,43,83
vehicle,5695,34,57
vehicle,5696,32,18
vehicle,5697,78,10
vehicle,5698,2,67
vehicle,5699,80,81
vehicle,5700,48,51
vehicle,5701,14,6
vehicle,5702,24,54
vehicle,5703,86,60
vehicle,5704,71,81
vehicle,5705,49,81
vehicle,5706,53,94
vehicle,5707,98,78
vehicle,5708,97,75
vehicle,5709,22,24
vehicle,5710,82,6
vehicle,5711,20,52
vehicle,5712,22,13
vehicle,5713,68,97
vehicle,5714,41,29
vehicle,5715,94,86
vehicle,5716,9,39
vehicle,5717,52,33
vehicle,5718,92,94
vehicle,5719,91,37
vehicle,5720,16,40
vehicle,5721,37,11
vehicle,5722,62,68
vehicle,5723,16,29
vehicle,5724,97,59
vehicle,5725,92,60
vehicle,5726,17,72
vehicle,5727,13,75
vehicle,5728,9,52
vehicle,5729,91,34
vehicle,5730,20,84
vehicle,5731,42,31
vehicle,5732,45,51
vehicle,5733,60,41
vehicle,5734,8,86
vehicle,5735,23,44
vehicle,5736,94,39
vehicle,5737,91,69
vehicle,5738,79,61
vehicle,5739,2,11
vehicle,5740,33,51
vehicle,5741,63,74
vehicle,5742,28,100
vehicle,5743,91,63
vehicle,5744,64,38
vehicle,5745,8,23
vehicle,5746,91,88
vehicle,5747,96,82
vehicle,5748,8,24
vehicle,5749,54,21
vehicle,5750,31,72
vehicle,5751,40,32
vehicle,5752,18,31
vehicle,5753,58,16
vehicle,5754,96,27
vehicle,5755,51,43
vehicle,5756,9,74
vehicle,5757,63,34
vehicle,5758,35,33
vehicle,5759,86,29
vehicle,5760,44,48
vehicle,5761,20,19
vehicle,5762,20,49
vehicle,5763,77,71
vehicle,5764,27,3
vehicle,5765,77,1
vehicle,5766,21,8
vehicle,5767,33,54
vehicle,5768,47,86
vehicle,5769,95,1
vehicle,5770,21,11
vehicle,5771,36,85
vehicle,5772,15,49
vehicle,5773,51,66
vehicle,5774,47,52
vehicle,5775,91,48
vehicle,5776,94,84
vehicle,5777,39,76
vehicle,5778,50,49
vehicle,5779,90,12
vehicle,5780,81,12
vehicle,5781,1,81
vehicle,5782,33,53
vehicle,5783,43,49
vehicle,5784,23,69
vehicle,5785,20,86
vehicle,5786,4,63
vehicle,5787,65,77
vehicle,5788,27,77
vehicle,5789,6,36
vehicle,5790,24,28
vehicle,5791,86,38
vehicle,5792,49,91
vehicle,5793,42,7
vehicle,5794,98,6
vehicle,5795,21,93
vehicle,5796,22,65
vehicle,5797,30,38
vehicle,5798,18,76
vehicle,5799,38,68
vehicle,5800,92,54
vehicle,5801,62,10
vehicle,5802,42,82
vehicle,5803,94,87
vehicle,5804,5,18
vehicle,5805,22,86
vehicle,5806,57,88
vehicle,5807,62,55
vehicle,5808,4,66
vehicle,5809,41,39
vehicle,5810,65,29
vehicle,5811,70,73
vehicle,5812,64,87
vehicle,5813,33,66
vehicle,5814,10,52
vehicle,5815,43,16
vehicle,5816,13,6
vehicle,5817,95,45
vehicle,5818,48,5
vehicle,5819,32,57
vehicle,5820,77,39
vehicle,5821,50,76
vehicle,5822,32,31
vehicle,5823,82,60
vehicle,5824,87,54
vehicle,5825,68,1
vehicle,5826,5,8
vehicle,5827,57,30
vehicle,5828,77,89
vehicle,5829,14,15
vehicle,5830,23,72
vehicle,5831,89,98
vehicle,5832,3,80
vehicle,5833,76,25
vehicle,5834,48,91
vehicle,5835,45,10
vehicle,5836,1,47
vehicle,5837,82,89
vehicle,5838,36,65
vehicle,5839,55,42
vehicle,5840,68,30
vehicle,5841,71,38
vehicle,5842,96,51
vehicle,5843,54,32
vehicle,5844,40,97
vehicle,5845,96,94
vehicle,5846,65,88
vehicle,5847,30,43
vehicle,5848,13,70
vehicle,5849,85,91
vehicle,5850,37,86
vehicle,5851,67,42
vehicle,5852,48,12
vehicle,5853,20,8
vehicle,5854,61,58
vehicle,5855,7,65
vehicle,5856,42,85
vehicle,5857,55,30
vehicle,5858,44,17
vehicle,5859,75,38
vehicle,5860,83,36
vehicle,5861,78,14
vehicle,5862,4,68
vehicle,5863,20,51
vehicle,5864,54,73
vehicle,5865,94,36
vehicle,5866,84,33
vehicle,5867,85,48
vehicle,5868,31,88
vehicle,5869,43,5
vehicle,5870,48,81
vehicle,5871,16,37
vehicle,5872,4,86
vehicle,5873,95,81
vehicle,5874,25,35
vehicle,5875,24,70
vehicle,5876,9,16
vehicle,5877,93,90
vehicle,5878,58,41
vehicle,5879,67,46
vehicle,5880,92,71
vehicle,5881,35,83
vehicle,5882,63,24
vehicle,5883,4,67
vehicle,5884,19,40
vehicle,5885,84,37
vehicle,5886,77,70
vehicle,5887,36,39
vehicle,5888,38,35
vehicle,5889,54,84
vehicle,5890,1,11
vehicle,5891,25,68
vehicle,5892,21,25
vehicle,5893,26,2
vehicle,5894,81,17
vehicle,5895,28,61
vehicle,5896,20,71
vehicle,5897,51,3
vehicle,5898,87,4
vehicle,5899,25,91
vehicle,5900,36,90
vehicle,5901,75,23
vehicle,5902,56,75
vehicle,5903,82,31
vehicle,5904,96,86
vehicle,5905,80,71
vehicle,5906,61,41
vehicle,5907,50,8
vehicle,5908,5,74
vehicle,5909,99,62
vehicle,5910,39,1
vehicle,5911,16,1
vehicle,5912,67,81
vehicle,5913,29,26
vehicle,5914,59,64
vehicle,5915,59,46
vehicle,5916,45,87
vehicle,5917,84,92
vehicle,5918,27,100
vehicle,5919,45,16
vehicle,5920,54,87
vehicle,5921,67,27
vehicle,5922,79,60
vehicle,5923,40,51
vehicle,5924,65,2
vehicle,5925,16,94
vehicle,5926,94,8
vehicle,5927,39,69
vehicle,5928,73,79
vehicle,5929,3,80
vehicle,5930,21,14
vehicle,5931,49,45
vehicle,5932,88,83
vehicle,5933,53,31
vehicle,5934,93,47
vehicle,5935,49,28
vehicle,5936,50,47
vehicle,5937,12,89
vehicle,5938,81,46
vehicle,5939,25,56
vehicle,5940,90,41
vehicle,5941,92,47
vehicle,5942,95,2
vehicle,5943,53,29
vehicle,5944,68,44
vehicle,5945,78,64
vehicle,5946,14,46
vehicle,5947,61,34
vehicle,5948,4,39
vehicle,5949,50,25
vehicle,5950,16,93
vehicle,5951,19,53
vehicle,5952,37,2
vehicle,5953,44,2
vehicle,5954,63,98
vehicle,5955,8,23
vehicle,5956,51,81
vehicle,5957,19,6
vehicle,5958,58,93
vehicle,5959,64,88
vehicle,5960,56,58
vehicle,5961,74,1
vehicle,5962,34,26
vehicle,5963,77,41
vehicle,5964,44,47
vehicle,5965,49,30
vehicle,5966,65,4
vehicle,5967,2,60
vehicle,5968,66,53
vehicle,5969,62,29
vehicle,5970,31,4
vehicle,5971,9,100
vehicle,5972,10,49
vehicle,5973,93,76
vehicle,5974,69,46
vehicle,5975,13,5
vehicle,5976,36,31
vehicle,5977,60,33
vehicle,5978,5,66
vehicle,5979,24,28
vehicle,5980,89,97
vehicle,5981,1,33
vehicle,5982,21,100
vehicle,5983,96,100
vehicle,5984,62,20
vehicle,5985,27,32
vehicle,5986,7,49
vehicle,5987,3,67
vehicle,5988,25,53
vehicle,5989,89,97
vehicle,5990,42,73
