vehicle,path
3058,41-59-65
3059,73-80-1-29
3060,78-40-30
3061,12-90
3062,1-2
3063,72-2-4-33
3064,36-56
3065,26-7-2-15
3066,2-4-10
3067,55-6-46-82
3068,86-54-4-90
3069,96-28-2-83
3070,57-55-28-90
3071,52-56
3072,9-54-82
3073,55-83-39
3074,38-58-67
3075,61-64-99
3076,39-20-23
3077,25-53-39
3078,10-80-49
3079,32-91-14
3080,10-77-9
3081,18-73-2-83
3082,99-34-3-98
3083,45-53-2-41
3084,54-42-9
3085,88-28-7
3086,100-19-4-90
3087,59-65-13-47
3088,82-49-33
3089,33-56-37-48
3090,31-42-5-32
3091,41-43-49
3092,68-50-5-86
3093,69-60
3094,32-96-70
3095,14-55-6-37
3096,64-9-74
3097,13-33-67
3098,58-67-15-12
3099,70-40-58
3100,71-15-26
3101,76-95-81
3102,88-19-9-43
3103,50-87-6-100
3104,74-19-4-10
3105,62-76-79
3106,19-62-68
3107,3-77
3108,29-50-17-31
3109,45-36-50
3110,62-88-80
3111,85-57-24
3112,20-23
3113,13-33-56
3114,97-25-53
3115,11-87-1-29
3116,48-40-30
3117,59-28
3118,55-7-38-78
3119,9-74-66
3120,6-46-11-84
3121,11-95-98
3122,59-64-48
3123,55-7
3124,24-42-5
3125,64-40-30
3126,83-90-9-94
3127,5-32-53
3128,50-77-28
3129,69-25-7-40
3130,26-60
3131,31-2-4-66
3132,62-88-16
3133,90-67-98
3134,81-9-55
3135,59-14
3136,74-19-4-90
3137,37-24-25-8
3138,65-53-91
3139,47-29-100
3140,19-38-71
3141,71-41-78
3142,56-70-35-34
3143,36-23-95
3144,92-53
3145,3-35-74
3146,32-53-93
3147,6-8-2-98
3148,77-84
3149,71-66-31
3150,34-10-97
3151,68-51-63
3152,40-42-9-94
3153,76-79-62-68
3154,46-53-31
3155,42-4-38
3156,94-40-56
3157,26-14-80
3158,13-33-5-32
3159,59-39-58
3160,97-25-35
3161,38-93-12-82
3162,7-93-3-47
3163,34-25-8
3164,51-50-17
3165,17-38-26-7
3166,66-50
3167,100-74-11
3168,46-11-34-12
3169,36-23-95
3170,41-59-23-88
3171,12-44-46
3172,89-55-99
3173,42-80-1
3174,39-84-19-62
3175,66-31-62
3176,45-36-6-46
3177,65-8-40
3178,7-55-6-46
3179,82-24-42
3180,95-62-74
3181,65-5-17-14
3182,96-6-20
3183,16-38-19
3184,48-2-4-27
3185,61-15-25-53
3186,59-51-34-12
3187,41-50-87
3188,34-70-30
3189,13-33-5-17
3190,40-58-68
3191,17-19-4
3192,74-19-62
3193,21-80-19-70
3194,6-8-2-22
3195,56-40-5
3196,60-37
3197,88-4-10
3198,58-67-15-12
3199,35-42-4-26
3200,81-30
3201,55-6-20-53
3202,8-26-14-68
3203,57-48-2-60
3204,91-73-2-15
3205,40-42-4-18
3206,30-62-88
3207,15-56
3208,16-11-87
3209,44-3-1-38
3210,60-31-62
3211,9-43-53
3212,94-14-5-32
3213,76-13-47
3214,59-51
3215,83-54-4-21
3216,9-58-5-32
3217,48-61-21-80
3218,64-14-5-92
3219,83-90-36
3220,79-65-53-31
3221,28-87-6-20
3222,95-62-68
3223,13-33
3224,88-19-99
3225,98-43-49-33
3226,18-70-40
3227,73-61
3228,5-10-81
3229,41-4-13-47
3230,52-43
3231,59-39-6-100
3232,94-84-7-2
3233,68-23-4-90
3234,49-65-61-15
3235,81-79
3236,96-19-62
3237,3-35
3238,99-17-19-88
3239,9-24-1-2
3240,82-20-23
3241,29-44-57
3242,14-5-36
3243,44-10-62
3244,65-19-34-3
3245,39-75-15-12
3246,6-4-13
3247,60-26-19
3248,91-34-46
3249,39-84-16-76
3250,22-91
3251,45-74-11-84
3252,5-36-6-20
3253,83-95-63-45
3254,83-39-20
3255,59-27
3256,36-16-10-51
3257,80-8-26-7
3258,56-37-7-22
3259,83-90-9-94
3260,64-44-3-47
3261,79-12-70-45
3262,60-31-2
3263,42-34-25
3264,96-28-87
3265,55-28-17
3266,61-64-19-42
3267,23-26-7-2
3268,63-50-48
3269,58-8-93-3
3270,19-34-12-82
3271,6-8-2-83
3272,61-21-80-79
3273,77-28-1-29
3274,53-27-84
3275,23-35-55
3276,67-52-1-38
3277,9-6-20-63
3278,45-53-2
3279,17-31-15
3280,19-38-75
3281,21-11-34-25
3282,39-54-60
3283,6-20-39
3284,40-5-86
3285,52-1-2-96
3286,49-65-8-89
3287,39-20-28
3288,84-43-20
3289,15-56-37-48
3290,51-34-3-1
3291,7-93-3
3292,8-36-56
3293,58-25-53
3294,57-9-6-100
3295,88-4-21
3296,56-41-4-26
3297,96-19-34-12
3298,5-92
3299,10-77-78
3300,5-83
3301,19-34-25-91
3302,55-6-20-53
3303,65-61-15-46
3304,5-17-19-34
3305,95-63-59
3306,85-46
3307,30-31-15-46
3308,8-37-13-94
3309,17-19-99
3310,13-38-80
3311,13-47-16-76
3312,52-72-69
3313,25-53-17
3314,36-6
3315,99-14-70
3316,69-60-73
3317,95-42-5
3318,15-25-7-93
3319,39-6-4-10
3320,56-52-1-29
3321,8-26-14-68
3322,1-17
3323,68-9-6
3324,65-19-34
3325,42-34-3-77
3326,49-24-42
3327,42-4-66
3328,3-47-58
3329,34-3
3330,18-73-2-99
3331,10-62-5
3332,96-19-97
3333,60-26-7-55
3334,73-81-97
3335,32-43-12
3336,40-51-50
3337,24-1-17
3338,10-36-6
3339,18-95-62
3340,80-76-21
3341,68-9-59
3342,55-99-34-12
3343,48-35-34
3344,93-85-79
3345,8-93-3-44
3346,29-34-63
3347,35-49-65
3348,79-92-9-85
3349,100-19-4-33
3350,25-61-69
3351,88-19-97
3352,84-19-9-74
3353,23-35-49
3354,40-38-2-64
3355,41-81-9-74
3356,98-26-14-62
3357,19-38-2
3358,80-20
3359,34-12-82
3360,74-64-28
3361,43-68-9-74
3362,58-38
3363,84-43-53
3364,81-58-25-7
3365,87-34-3-19
3366,6-8-2-96
3367,70-4-90
3368,14-70-4-66
3369,42-34-46
3370,55-96-68
3371,41-4-10-62
3372,52-43-25-57
3373,100-36-6
3374,14-70-64
3375,68-50-77
3376,40-38-19-100
3377,14-80-1-2
3378,16-45-74
3379,95-47-58
3380,88-28-44
3381,91-34-3-13
3382,100-1-2-41
3383,21-47-36
3384,36-66-31
3385,67-76-74
3386,49-24-36-71
3387,42-9-59
3388,36-16-94
3389,60-11-35
3390,58-25
3391,17-19-4-66
3392,48-39-20
3393,56-37-32
3394,58-68-23
3395,22-97-25-7
3396,75-7-2-83
3397,3-13-26
3398,36-50-48
3399,79-62-5
3400,57-55-70
3401,27-74-11-34
3402,70-54-75
3403,57-24-42
3404,80-20
3405,74-19-9-52
3406,62-26-14
3407,49-45
3408,14-5-32
3409,27-74-92
3410,42-34-25-7
3411,60-26-70
3412,52-72-19
3413,29-50-5-32
3414,1-17-19-42
3415,50-26-22-91
3416,29-34-25
3417,74-19-4-10
3418,3-87-32
3419,59-51-11
3420,95-42-13
3421,18-58
3422,48-61-7
3423,10-36-6-4
3424,63-50-72
3425,56-37
3426,41-4-13
3427,53-27-26
3428,90-91-14-65
3429,20-28
3430,3-77-50
3431,87-34-3-13
3432,58-25-59
3433,90-5-32
3434,60-47-63
3435,82-46-10-81
3436,43-12-10-62
3437,75-7-30
3438,92-8-26
3439,58-5-33
3440,19-99-17
3441,27-17-19
3442,20-53-21-80
3443,25-53-39
3444,31-15-12-44
3445,56-54-60
3446,43-25-7
3447,62-77-84
3448,9-6-4-18
3449,9-24-73
3450,18-61-78
3451,52-72
3452,22-9-58
3453,29-100-1-2
3454,41-6-37
3455,82-61
3456,2-83-39
3457,65-60-87
3458,67-83-31
3459,80-20-30
3460,94-14-27
3461,3-19-34
3462,16-38-19-56
3463,89-43-71
3464,46-5-32-67
3465,57-95-81
3466,67-64-89
3467,68-9-54-82
3468,94-84-7-2
3469,100-74
3470,73-61-21
3471,29-70-14
3472,88-28-64
3473,5-32
3474,24-36-6
3475,90-91-14
3476,26-7-1
3477,23-95-91
3478,14-62-77-12-3
3479,86-54-4-21
3480,51-42
3481,68-36
3482,24-36-92
3483,76-13-33-5
3484,77-9-52
3485,32-67-15-69
3486,42-9-94
3487,21-47-63
3488,98-97-81
3489,65-19-9
3490,94-21-47-39
3491,31-2-4-38
3492,79-92-89
3493,77-84-16
3494,70-45-36-16
3495,97-41-4-33
3496,40-42-9-6
3497,14-17-19
3498,68-22-97
3499,73-41-43
3500,58-67-64
3501,21-47-73
3502,51-58-8-37
3503,32-67-15
3504,43-12-21
3505,65-5-32
3506,75-37-64
3507,24-25-7-40
3508,41-43-1
3509,27-75-43-53
3510,20-53-93
3511,79-12-82
3512,91-14-83
3513,38-80
3514,76-13-33
3515,90-10-77
3516,85-38-2-15
3517,19-4-66
3518,96-19-65
3519,38-93-3
3520,34-28-17-79
3521,7-22-91
3522,49-33-5-27
3523,11-34-12-82
3524,25-57-9
3525,32-53-2-60
3526,81-9-49
3527,88-28-7-55
3528,31-62-92-93
3529,86-27-17-19-88
3530,86-81-79
3531,77-28
3532,15-12-92
3533,70-4-10
3534,95-17-86
3535,69-60-33
3536,34-3-6
3537,51-58-67
3538,65-10-24
3539,52-43-25
3540,12-83-31
3541,32-43-25-7
3542,81-42-4-18
3543,87-1
3544,14-49-45
3545,96-19-9
3546,33-69
3547,67-76-24
3548,76-95
3549,82-26-19-88
3550,95-47-29
3551,32-81-79
3552,86-81
3553,14-49-99
3554,71-72-2-60
3555,75-7-22-9
3556,68-23-65
3557,26-24-20-63
3558,88-28-64
3559,17-31
3560,6-4-5-86
3561,72-2-96
3562,48-2-22
3563,85-57-9
3564,39-20
3565,17-83
3566,84-43-68
3567,55-28-64
3568,19-42-41
3569,73-81-58
3570,52-30-31
3571,61-64-48
3572,47-73-80
3573,83-31-2-99
3574,83-90-9-94
3575,71-81-9-94
3576,11-21-41
3577,84-94-21-47
3578,68-36-71
3579,70-80-8-93
3580,37-7-2-15
3581,88-60-31
3582,73-14
3583,12-10-62
3584,41-50-17-31
3585,89-41-4-33
3586,5-86-8
3587,97-25-35
3588,68-50-87
3589,64-9-24
3590,28-87-70
3591,25-99-63
3592,95-42-87
3593,30-53-17-14
3594,78-61-98
3595,40-56-59
3596,14-55-6-100
3597,2-4-5-92
3598,55-6-20-23
3599,98-97-9-6
3600,37-13-26
3601,36-32-53
3602,35-71-18
3603,53-17
3604,45-10-21-47
3605,88-4
3606,51-42-13
3607,51-42
3608,14-55-7
3609,99-40
3610,25-53-48
3611,8-36-6-46
3612,67-50-87
3613,60-4-54
3614,42-13-47
3615,43-12-3-42
3616,79-12-82
3617,20-28-90
3618,83-65-86
3619,65-75-43-68
3620,42-14
3621,46-59-28
3622,26-14-5
3623,76-13-94
3624,52-30-33-67
3625,33-54-75
3626,60-37-32
3627,100-75-85
3628,44-65-8-26
3629,93-3-1
3630,35-11-38
3631,6-37-7-58
3632,21-90-48
3633,42-87
3634,22-91-21-11
3635,1-2-15-56
3636,92-9-52
3637,85-69-1-29
3638,75-7-2-83
3639,17-62-76
3640,13-54-74
3641,7-38-19-88
3642,93-12-24
3643,44-87-32-71
3644,12-83-31
3645,52-43-25
3646,35-87-8
3647,38-75
3648,63-50-72
3649,72-19-9-24
3650,12-27-75
3651,4-5-92
3652,100-74-11
3653,6-8-95-76
3654,19-34-28
3655,4-13-47-63
3656,40-42-9
3657,81-97-46
3658,35-74
3659,45-69
3660,68-9-54-82
3661,51-65-19-88
3662,87-34-25-78
3663,87-62-68
3664,1-2-4
3665,78-61-15-54
3666,47-4
3667,99-34-10-81
3668,49-33
3669,99-34-3-57
3670,76-79-12-28
3671,25-53-17-79
3672,54-82-8-89
3673,100-75-7-40
3674,86-54-87
3675,10-36-27
3676,71-15-54
3677,35-87-86
3678,1-2-4-33
3679,41-50-96
3680,24-42-13
3681,82-8-2
3682,34-25-91
3683,83-54-28-7
3684,1-29-100
3685,31-2-96
3686,25-59-14
3687,24-42-54
3688,7-38-19
3689,19-9-43
3690,56-37-7
3691,30-20-23
3692,42-9-6-37
3693,38-28-44
3694,88-28-2-98
3695,91-73-81
3696,50-35-74
3697,34-21-54
3698,11-84
3699,96-19-34
3700,7-38-71
3701,30-33-18-100
3702,30-33-5-32
3703,33-18-43-68
3704,17-96-6-85
3705,79-92
3706,13-33-72
3707,64-28-1-29
3708,13-33
3709,8-93-3
3710,91-34-3-77
3711,20-23-4-5
3712,83-54-87
3713,55-99-34-12
3714,8-66-18
3715,96-6-37-48
3716,25-35-74
3717,86-27-17-14
3718,17-19-34-45
3719,86-82-49
3720,2-22
3721,52-43-12
3722,77-84
3723,94-40-51
3724,91-73-2
3725,82-46-10-81
3726,89-55-99
3727,20-30-61
3728,29-9-10-51
3729,29-84-19-88
3730,38-2-96
3731,40-95-76
3732,55-49-45
3733,16-38-2-60
3734,70-35-71
3735,17-96-6-20
3736,32-49-45
3737,51-42-5-83
3738,80-8-66
3739,74-42
3740,65-95-67
3741,16-11-34-12
3742,55-7-2-41
3743,9-10-80
3744,38-26-23
3745,42-80-19
3746,4-38-2-96
3747,28-2-4-21
3748,96-6-4-27
3749,96-19-97
3750,36-27-74
3751,5-17-14-70
3752,18-4-5-86
3753,40-42-34-12
3754,95-17-35-71
3755,15-12-10-51
3756,77-12-83
3757,11-34-10-51
3758,99-63
3759,39-58-48
3760,78-48
3761,35-34-3-77
3762,20-28-64
3763,15-46
3764,94-21-54
3765,92-84-75
3766,89-55-83
3767,63-70
3768,81-58-8-93
3769,7-2-83
3770,34-3-57
3771,32-43-68
3772,64-28-7-93
3773,36-16-10-62
3774,15-12-83
3775,60-33-69
3776,82-36-56
3777,39-58-25
3778,14-68-9-43
3779,20-30-22-97
3780,24-36-66
3781,30-20-24-57
3782,65-10-94
3783,61-59
3784,70-30-53
3785,37-79-62-76
3786,83-31-2-72
3787,21-80-20
3788,47-58-48
3789,81-58-48
3790,19-38
3791,11-34-3-52
3792,89-57-24-42
3793,35-55-6-20
3794,69-34-3-42
3795,3-6-8
3796,70-40-58
3797,32-53-17-86
3798,6-75-73
3799,61-7-38-37
3800,25-57-9
3801,39-6-4-21
3802,9-55
3803,15-12-21
3804,30-61-7-55
3805,9-24
3806,92-9-85
3807,1-61-7-40
3808,49-24-25
3809,13-54-82
3810,31-2-35
3811,93-12
3812,17-38-58
3813,97-9-59
3814,21-54-33-72
3815,75-15-25
3816,55-49-45
3817,89-43-1-29
3818,56-77-9
3819,54-74-19-88
3820,20-24-73
3821,17-31
3822,92-8-60
3823,33-21
3824,38-90
3825,76-79-12
3826,34-3-1
3827,96-68-51
3828,74-78-59
3829,60-47-58
3830,89-41-6
3831,5-32
3832,26-50
3833,47-63-22
3834,23-88
3835,75-7-22-9
3836,92-9-49
3837,43-12-70
3838,35-42-4-27
3839,97-99-63
3840,45-53-83
3841,49-24-20
3842,36-92
3843,91-40-56
3844,57-55-7-30
3845,77-10-44
3846,82-36-32
3847,35-47-73
3848,44-10-80
3849,85-46-11-84
3850,37-64-99
3851,95-80-1-61
3852,63-34
3853,75-7-55
3854,81-42-5
3855,85-38-75
3856,40-49-45
3857,6-75-44-3
3858,41-43-25-7
3859,68-36-32-39
3860,46-59
3861,75-60-47
3862,36-16-10-62
3863,64-9-49
3864,19-4-33-67
3865,75-7-22
3866,55-99-34-12
3867,21-54-60
3868,30-22-9-49
3869,75-44-3
3870,49-24-20-39
3871,22-91-21-11
3872,97-8-54
3873,72-87-8-40
3874,96-19-62
3875,43-71-81
3876,48-40-30
3877,90-5-97
3878,53-54
3879,71-59-14-62
3880,26-24-69
3881,45-36-32-67
3882,13-47-39-52
3883,21-41-43
3884,1-29-9-6
3885,4-15-12-3
3886,98-43-8-36
3887,25-11-34
3888,67-83-39
3889,84-94-14
3890,56-54-74
3891,16-11-87-86
3892,73-61-94
3893,61-59-24-50
3894,74-92-32-71
3895,77-50-5-86
3896,98-26-19-42
3897,58-5-17-31
3898,35-42-9-94
3899,65-19-9-52
3900,7-58-50
3901,90-88-4-18
3902,12-21-11
3903,33-85
3904,82-46-10-62
3905,60-33
3906,40-30-20
3907,48-40-56
3908,86-81-9-59
3909,35-11-21
3910,87-86
3911,78-45-36
3912,85-69
3913,19-34-28
3914,44-72-2-83
3915,17-35-74
3916,71-81-79
3917,54-4-15-12
3918,64-28-2-15
3919,20-24-1-29
3920,22-9-52
3921,5-27-75
3922,33-21-11-84
3923,56-71
3924,86-8-93
3925,67-76-74
3926,44-87-31
3927,96-6-4-27
3928,72-19-70
3929,94-57-24-20
3930,53-2-4-10
3931,26-70-54
3932,6-8-2-83
3933,73-60-11
3934,13-38-80
3935,31-54-82
3936,54-40-49
3937,57-9-6
3938,61-59-23-18
3939,17-35-71
3940,38-2-72
3941,62-88-4-90
3942,97-9-59
3943,73-42-13
3944,93-3-13
3945,77-73
3946,60-26-19
3947,20-30-33
3948,67-15-49
3949,63-34-3
3950,61-15-25
3951,49-33-21-41
3952,53-54-28
3953,34-70-14
3954,52-72-73
3955,20-63-46-82
3956,81-13-26
3957,19-38-78
3958,9-59-39
3959,44-10-51
3960,66-50-5-86
3961,44-75
3962,28-44-10-81
3963,56-59-14
3964,35-55-7
3965,94-21-90
3966,93-92-32-39
3967,51-34-3-1-29
3968,33-18-73
3969,74-11-84
3970,4-38-87
3971,48-40-5-32
3972,34-46-5-86
3973,93-33-5
3974,2-4-5
3975,56-40-51-63
3976,75-7
3977,49-33
3978,9-43-68
3979,98-26-19-34
3980,52-23-18
3981,62-87-1-29
3982,24-36-6-46
3983,49-24-50-48
3984,43-1-17-79
3985,8-95-76
3986,11-34-46
3987,84-75-85
3988,24-42-34-12
3989,20-23-26
3990,51-42-5-83
3991,77-12-38
3992,7-2-99
3993,58-25-35-47
3994,12-10-80
3995,4-21-41
3996,6-75-43
3997,84-43-20-39
3998,12-44-72
3999,5-92-9-55
4000,44-57-95
4001,85-38-26
4002,27-74-11
4003,43-8-40
4004,4-10-62
4005,45-74-11-87
4006,58-25-35
4007,58-8-66
4008,34-10-36
4009,32-91-14-62
4010,11-38-89
4011,37-24
4012,10-21-41
4013,77-9-6-100
4014,97-25-11-87
4015,98-97-57
4016,87-56-52
4017,61-7-1-29
4018,71-81-9-52
4019,29-9-85
4020,64-28-69
4021,46-82-20-30
4022,49-33-21
4023,76-36-27
4024,29-50-17
4025,32-57-9-10
4026,93-3-42
4027,6-4-15-12
4028,49-33-18
4029,92-9-55
4030,62-5-17
4031,55-7
4032,25-8-36-32
4033,35-11-23
4034,86-81-9-52
4035,56-77-21-11
4036,52-81-76
4037,10-81-22-91
4038,2-60-75
4039,97-8-54
4040,38-87
4041,61-15-12-70
4042,8-2
4043,69-25-7-40
4044,94-14-5-86
4045,58-25-35
4046,13-47-4
4047,59-27-75
4048,77-10-81
4049,41-50-17
4050,88-4-54
4051,65-10-24-20
4052,90-93-72
4053,63-34-28
4054,14-5-32
4055,31-42-9-85
4056,21-90-48
4057,91-54-33-67
4058,77-21-41
4059,68-51-30
4060,31-42-34-63
4061,19-88-16
4062,76-13-38
4063,48-61-21
4064,23-70
4065,62-95
4066,5-36-6-100
4067,33-18-46
4068,47-4-26
4069,15-49-45
4070,99-6-85
4071,14-17-96
4072,21-11-35
4073,77-28-2-99
4074,43-25-11-84
4075,57-95-81
4076,3-87-32
4077,4-26-7-1
4078,45-53-39
4079,82-27-17-31
4080,89-41-4
4081,9-10-51
4082,54-42-41
4083,92-8-2-64
4084,39-20-63
4085,83-65-13
4086,14-70-30-98
4087,94-84-19
4088,76-36-16-45
4089,95-42-49
4090,68-9-54-82
4091,37-90-10
4092,94-84-43
4093,28-35-34-63
4094,34-63-22
4095,71-18-47-63
4096,77-28-7-93
4097,93-100
4098,21-41-4
4099,80-20-24
4100,74-92-32
4101,7-40
4102,39-58-25
4103,29-34-21
4104,31-2-96
4105,99-46-92
4106,65-5
4107,72-19-34
4108,98-97-41
4109,38-26-24
4110,81-30-20-63
4111,44-65
4112,87-86
4113,19-38-75
4114,95-63-55
4115,22-97-66
4116,33-54-28
4117,76-24-25-60
4118,40-49
4119,61-59-14
4120,45-69-25
4121,75-7-30
4122,23-26-7-93
4123,6-20-24
4124,30-22-1-29
4125,48-75-37
4126,17-38-58-67
4127,36-61-15-12
4128,40-38-2-96
4129,6-46-11-87
4130,59-39-58
4131,89-43-68
4132,16-38-2
4133,60-11-34
4134,67-64-14-80
4135,42-80-8
4136,71-18-47-29
4137,42-9-59
4138,51-50-26
4139,1-61-94
4140,70-14
4141,67-64-14-80
4142,4-10-51
4143,37-79-62-76
4144,98-97-92-32
4145,43-56-52
4146,51-65-86
4147,91-21-47
4148,72-87-8-36
4149,59-28-54
4150,80-57-72
4151,87-34-45
4152,46-10-94
4153,48-40-30
4154,39-58-48
4155,97-81-76
4156,70-69
4157,9-54-87
4158,87-6-100
4159,49-99-43
4160,7-93-12
4161,55-6-4
4162,42-4-18-73
4163,21-11-23
4164,83-90-36-16
4165,56-37-7
4166,6-8-2-83
4167,98-97-92-32
4168,52-23-41
4169,30-33-51
4170,47-16-84
4171,86-8-66
4172,31-62
4173,20-23-18
4174,13-47-39-52
4175,30-33-72
4176,79-12-98
4177,48-61-21
4178,23-44-3-1
4179,17-86-8
4180,34-12-38
4181,94-14-83
4182,35-87-1
4183,99-46
4184,49-33
4185,18-6
4186,90-85-46
4187,47-4-26
4188,71-40-5-36
4189,99-43-71
4190,6-20-53
4191,10-81-13
4192,73-81-97
4193,29-61-64
4194,19-56-77
4195,4-18-6-8
4196,3-42-5
4197,78-38-2
4198,14-17-19
4199,47-73-42
4200,61-94
4201,43-71-15-46
4202,3-52-30
4203,79-12-3-57
4204,2-15-12
4205,77-73-61
4206,90-85-57
4207,44-10-80
4208,54-82-99
4209,48-2-4-26
4210,39-40-51
4211,89-43-25-91
4212,90-85-79
4213,34-25-49
4214,62-95
4215,93-3-6
4216,97-9-94
4217,51-34-3-6
4218,46-92-9-55
4219,28-90
4220,96-6-4-27
4221,15-56-37-48
4222,58-5-33
4223,29-96
4224,28-2-83
4225,41-43-71
4226,100-75-59
4227,6-8-2-83
4228,58-8-40
4229,9-49-45
4230,16-45-74
4231,44-10-36
4232,52-75-7
4233,26-24-25-8
4234,32-43-12
4235,9-54-87
4236,31-2-60-48
4237,97-57-72
4238,95-62-40
4239,34-70-4-26
4240,58-25-35
4241,91-14-80
4242,1-29-34-63
4243,82-61-94
4244,95-62-68
4245,10-51-58
4246,17-62
4247,97-8-95
4248,54-28-17-79
4249,2-15-12-3
4250,26-70-54
4251,45-69
4252,70-54-75
4253,74-78-26-22
4254,100-74-11-87
4255,29-96
4256,54-82-24
4257,54-82-8-89
4258,41-4-10
4259,17-96-6
4260,98-97-46-13
4261,86-81-9-6
4262,50-72-85
4263,61-64-9-6
4264,23-88-28
4265,55-10-21-11
4266,70-30
4267,52-46-10
4268,100-36-32-67
4269,62-26-14
4270,38-87-86
4271,78-61-15-12-82
4272,18-73-2
4273,39-83-90
4274,35-34-3
4275,44-10-24
4276,79-65-19-4
4277,49-99-34
4278,80-67-52
4279,58-38-80
4280,35-34
4281,81-79-12-71
4282,24-1-17-19
4283,23-88-76
4284,51-42-9-24
4285,27-75-15
4286,1-17-19
4287,65-19
4288,45-36-6-85
4289,97-8
4290,58-38-71
4291,87-8-66
4292,14-62-88
4293,57-24-25
4294,87-6-46
4295,59-28-7-93
4296,72-2-4-66
4297,38-48-39
4298,10-94-14
4299,46-5-27
4300,40-56-59
4301,87-53-72
4302,25-60-4-13
4303,97-8-60
4304,96-19-56
4305,25-57-9-52
4306,35-34-70
4307,90-48-84
4308,97-41-4-33
4309,45-53-17-89
4310,33-5-17
4311,53-2-4-18
4312,69-60-4-27
4313,28-2-15-12
4314,74-49-24
4315,6-46-11
4316,5-83
4317,39-78-26-14
4318,36-6-75
4319,32-91-14-5
4320,50-87-8-95
4321,33-72
4322,20-24-1
4323,31-62-77
4324,98-97-9-52
4325,42-41-78
4326,45-53
4327,58-38-19-65
4328,99-17-79
4329,25-7-2-41
4330,69-1
4331,72-85
4332,61-59-39
4333,9-24-50
4334,68-22-1
4335,7-58-50
4336,60-85-99
4337,74-64-28
4338,22-91-40
4339,85-69
4340,4-54-82
4341,85-73-42
4342,47-63-53-31
4343,22-9-94
4344,14-68
4345,96-19-34-12
4346,8-26-7
4347,20-24-25-49
4348,35-11-23
4349,63-50-26
4350,55-72-19-88
4351,13-26-19-9
4352,29-44-72
4353,24-20-28
4354,22-9-10-77
4355,42-4-18-73
4356,71-81-22-1
4357,22-9-10-51
4358,37-64-14
4359,40-38-87
4360,98-26-19-88
4361,96-19-42
4362,81-42-34-45
4363,25-53-31
4364,7-2-72
4365,32-43-8-36
4366,51-34-3-44
4367,78-45-10
4368,86-27-75
4369,85-38-2
4370,36-23-65
4371,69-34-3-19
4372,32-49-24
4373,7-2-64
4374,71-18-100
4375,1-38-78
4376,41-59-23
4377,33-18
4378,70-35-87
4379,77-78-45
4380,31-42-14
4381,82-54-87
4382,30-31-54-82
4383,45-49-99
4384,73-2-22-91
4385,70-4-5-86
4386,99-6
4387,23-35-11
4388,67-76-57
4389,61-15-54
4390,92-97-46
4391,16-78-40
4392,76-79-12-44
4393,28-1
4394,48-2-4-27
4395,34-3-52
4396,58-8-2-73
4397,89-41-4-18
4398,57-55
4399,64-44-72
4400,52-99-34-45
4401,6-75-44-3
4402,24-36-16-45
4403,50-81-30
4404,32-53-93
4405,19-4-13
4406,51-74-66
4407,33-18-6
4408,26-70-45
4409,47-36-56
4410,14-70-30
4411,93-34-46
4412,87-1-17
4413,71-66-31
4414,11-34-63
4415,78-40-30-31
4416,81-42-4-90
4417,77-21-47-63
4418,12-44
4419,65-19-4
4420,84-16-41-50
4421,58-50-77
4422,65-5-27
4423,46-10-81
4424,53-27-26
4425,4-5-83
4426,64-9
4427,9-54-87
4428,44-10-24-50
4429,55-6-4-27
4430,14-5-10-44
4431,70-74-100
4432,80-20-23
4433,17-35-11
4434,11-34-25-59
4435,15-49
4436,88-46-53
4437,53-54-33-67
4438,47-4-27
4439,11-34-12-92
4440,65-10-44
4441,87-34-3-13
4442,83-39-75
4443,63-59-65
4444,8-36-32
4445,12-82-63
4446,5-33-22
4447,26-70-45
4448,14-83-90
4449,27-17-14
4450,95-17-83
4451,62-5-97
4452,84-97-46
4453,72-73-59-51
4454,12-38-58
4455,74-19-9-94
4456,28-17-86
4457,64-23-18
4458,35-34-3-44
4459,100-75-60-47
4460,27-17-79
4461,28-1-61
4462,94-88-4-66
4463,3-6-100
4464,70-80-8
4465,73-59-23
4466,84-16-41
4467,98-26-23-35
4468,98-43-12-3
4469,7-55-10
4470,83-31-15-69
4471,65-19-88
4472,65-19-9-52
4473,13-54
4474,66-50-26
4475,99-56-77
4476,92-84-16-76
4477,44-46-59
4478,4-26-22
4479,37-90-10
4480,83-54-28-7
4481,71-72-2-60
4482,46-5-83
4483,6-4-5-86
4484,43-12-3-47
4485,47-16-37-79
4486,93-86-8-95
4487,65-19-34-28
4488,32-39-40
4489,53-1-61-94
4490,7-93-34
4491,98-97-92
4492,37-64-99
4493,48-39-58-67
4494,36-6-46-82
4495,69-60-75
4496,67-96-70
4497,72-87-31
4498,27-17-96-6
4499,32-91-35
4500,13-33-67
4501,66-69-25-11
4502,4-38-2
4503,60-26-14
4504,87-53-72
4505,90-67-98
4506,45-49-99
4507,46-10-24-50
4508,8-54-87
4509,68-9-74
4510,83-59-51
4511,25-7-58
4512,43-1-17-14
4513,84-94
4514,88-76-36
4515,25-49-45
4516,56-59-14-68
4517,20-63-34
4518,11-23-26
4519,92-8-2-64
4520,83-90-93-3
4521,77-73
4522,5-92-9-52
4523,85-73-61
4524,44-72-2-64
4525,35-87-53
4526,55-57-59
4527,10-24-69
4528,59-24-73
4529,19-38-87
4530,19-42-41
4531,6-8-95
4532,59-39-40
